Drug_Name,SMILES,Interacts_with_Dexa
Tox21_138,C[C@@H](O)C(=O)O,0.0
Tox21_139,CCCCOCCOCCSC#N,0.0
Tox21_140,BrCCCBr,0.0
Tox21_141,CCCCCCCCCCCCCOS(=O)(=O)[O-],0.0
Tox21_142,O=S(=O)([O-])[O-].[Na+].[Na+],0.0
Tox21_143,CNCCO,0.0
Tox21_144,CCOC(C)(C)C,0.0
Tox21_145,COC=O,0.0
Tox21_146,COC(=O)CCC[N+](C)(C)C,0.0
Tox21_147,CC(CC=O)CCCC(C)(C)O,0.0
Tox21_148,CC(C)COC(=O)CCCCC(=O)OCC(C)C,0.0
Tox21_149,CCN(O)CC,0.0
Tox21_150,C=CC(=O)NC(C)C,0.0
Tox21_151,[O-][Cl+3]([O-])([O-])[O-],0.0
Tox21_152,CCN(C)N=O,0.0
Tox21_153,CCCCCO,0.0
Tox21_154,CCCN(CCC)N=O,0.0
Tox21_155,C[N+](C)(C)C,0.0
Tox21_156,C=C(C)C(=O)OC(C)C,0.0
Tox21_157,CCCC[N+](CCCC)(CCCC)CCCC,0.0
Tox21_158,CC(=O)CC(=O)OC(C)(C)C,0.0
Tox21_159,N=C(N)NN,0.0
Tox21_160,OCCSSCCO,0.0
Tox21_161,ClCCCCCCCl,0.0
Tox21_162,[Ba+2],0.0
Tox21_163,C=CCCC,0.0
Tox21_164,CCOC(=O)CP(=O)(OCC)OCC,0.0
Tox21_165,O=C(O)COCC(=O)O,0.0
Tox21_166,CCCCC,0.0
Tox21_167,N#CC(C#N)=C(C#N)C#N,0.0
Tox21_168,C[N+](C)(C)CC(=O)[O-],0.0
Tox21_169,CN(CCO)CCO,0.0
Tox21_170,C=CC(=O)NCNC(=O)C=C,0.0
Tox21_171,N#CSCSC#N,0.0
Tox21_172,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,0.0
Tox21_173,CCCCS,0.0
Tox21_174,C[S+](C)CCC(N)C(=O)O,0.0
Tox21_175,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)OCC(O)CO,0.0
Tox21_176,CCCCCCCC(=O)OCC(O)CO,0.0
Tox21_177,CCCCCCCCCCCCCC(=O)OCC(O)CO,0.0
Tox21_178,C=CCN(CC=C)C(=O)C(Cl)Cl,0.0
Tox21_179,CCCCCCCCCCCCCCCCO,0.0
Tox21_180,C=CC(=O)OC,0.0
Tox21_181,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)OC,0.0
Tox21_182,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.0
Tox21_183,CC[Sn](Br)(CC)CC,0.0
Tox21_184,CCC(CO)(CO)COCC(CC)(CO)CO,0.0
Tox21_185,C=C(C)C(=O)OCCCCOC(=O)C(=C)C,0.0
Tox21_186,CCCCCCCCCCCC(=O)N(CC)CC,0.0
Tox21_187,N#CCCOCCOCCC#N,0.0
Tox21_188,C=CC(=O)OCCCCCCCCCC,0.0
Tox21_189,CN(C)CCN(C)CCO,0.0
Tox21_190,CCOP(=O)(OCC)OCC,0.0
Tox21_191,CC(=O)OCCOCCOCCOC(C)=O,0.0
Tox21_192,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0
Tox21_193,NNCCO,0.0
Tox21_194,CCOP(=S)(OCC)SCSCC,0.0
Tox21_195,C=CC(=O)OCCN(C)C,0.0
Tox21_196,CCOCC(C)O,0.0
Tox21_197,CN(C)CCCN,0.0
Tox21_198,COC(C)OC,0.0
Tox21_199,C=CC(=O)OCC,0.0
Tox21_200,CC(C)N(CCO)C(C)C,0.0
Tox21_201,CCC(C)=NO,0.0
Tox21_202,CCC(=O)CC,0.0
Tox21_203,CCCC(C)CC,0.0
Tox21_204,CCOP(=O)([O-])C(N)=O,0.0
Tox21_205,C=C(C)C(=O)OCCN(C)C,0.0
Tox21_206,CCCOCCO,0.0
Tox21_207,COC(=O)CCS,0.0
Tox21_208,N=C(N)NN.N=C(N)NN,0.0
Tox21_209,CCCCCCC#CC(=O)OC,0.0
Tox21_210,CCCCCC/C=C/C(=O)OC,0.0
Tox21_211,CCCCCCCC(=O)OCCCCCC,0.0
Tox21_212,CCCCCCCC/C=C\CCCCCCCC(=O)OCC,0.0
Tox21_213,C/C=C/C=C/CO,0.0
Tox21_214,O=C(O)CCCCCCC(=O)O,0.0
Tox21_215,CCCCCCCCCCCCCBr,0.0
Tox21_216,CCCCOC(O)CC,0.0
Tox21_217,CCCCCCCCCCCCOS(=O)(=O)[O-],0.0
Tox21_218,CCCCC(CC)COS(=O)(=O)[O-],0.0
Tox21_219,CC(C)(CO)[C@@H](O)C(=O)NCCCO,0.0
Tox21_220,C/C=C(\C)C(=O)OC/C=C(\C)CCC=C(C)C,0.0
Tox21_221,CCCCCOC(=O)CCCC,0.0
Tox21_222,CC(C)=CC(=O)O,0.0
Tox21_223,CCCCCCCCC(=O)Cl,0.0
Tox21_224,CCCCCC(C)N.CCCCCC(C)N,0.0
Tox21_225,CC=CC=CCOC(=O)C(C)C,0.0
Tox21_226,CC/C=C\CCOC(C)OCC,0.0
Tox21_227,COC(=O)C(Cl)C(=O)OC,0.0
Tox21_228,NCCC[C@H](N)C(=O)O,0.0
Tox21_229,CC(C)(C)N,0.0
Tox21_230,NCCOCCO,0.0
Tox21_231,C=CCCCCCCCCC=O,0.0
Tox21_232,NCCOS(=O)(=O)O,0.0
Tox21_233,[N-]=[N+]=CC(=O)OC[C@H](N)C(=O)O,1.0
Tox21_234,COP(=O)(OC)OC=C(Cl)Cl,0.0
Tox21_235,CC(Cl)CCl,0.0
Tox21_236,CC(C)N(C)C,0.0
Tox21_237,CN(C)CCCNCCCN,0.0
Tox21_238,Cl[Pd]Cl,0.0
Tox21_239,ClC=CCl,0.0
Tox21_240,CCCCCCCC/C=C/CCCOC(C)=O,0.0
Tox21_241,O=S(=O)([O-])CCCS(=O)(=O)[O-],0.0
Tox21_242,[TlH2+],0.0
Tox21_243,C=C(C)C(=O)OCCCCCCCCCCCCCCCCCC,0.0
Tox21_244,CC(C)OP(C)(=O)OC(C)C,0.0
Tox21_245,COS(=O)(=O)OC,0.0
Tox21_246,CNC,0.0
Tox21_247,CCCCCCCCCCCCCCCCCC(=O)OCC(CC)CCCC,0.0
Tox21_248,CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCC(C)C,0.0
Tox21_249,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-],0.0
Tox21_250,CCCCC(CC)CNC(=O)CC(C)OC(=O)CCC(=O)O,0.0
Tox21_251,CC(=O)NC(CCC(N)=O)C(=O)O,0.0
Tox21_252,CCC(CN)CC(C)CCNCC(O)CNCC(C)CC(CC)CN,0.0
Tox21_253,O=P([O-])([O-])OC(CO)CO,0.0
Tox21_254,CCCCCCCCP(=O)(O)O,0.0
Tox21_255,COCCOCC(OC)OC,0.0
Tox21_256,C=C(Cl)CCl,0.0
Tox21_257,OC(CCl)CCl,0.0
Tox21_258,Cl[Ba]Cl,0.0
Tox21_259,O=C(O)CP(=O)(O)O,0.0
Tox21_260,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-],0.0
Tox21_261,NCCCCCC(=O)O,0.0
Tox21_262,CCNP(=S)(OC)O/C(C)=C/C(=O)OC(C)C,0.0
Tox21_263,CC(C)=CCCC(C)=CC=O,0.0
Tox21_264,ClC(Cl)Cl,0.0
Tox21_265,COC(=O)CCSCCC(=O)OC,0.0
Tox21_266,CC(=O)O[Si](C)(OC(C)=O)OC(C)=O,0.0
Tox21_267,ClC(Br)Br,0.0
Tox21_268,CC(C)(CCl)C(=O)Cl,0.0
Tox21_269,NC(=O)NC(N)=O,0.0
Tox21_270,CC(C)CC(C)O,0.0
Tox21_271,C=COCCCCO,0.0
Tox21_272,NCC(=O)O,0.0
Tox21_273,CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,0.0
Tox21_274,CC(C)COP(=O)(OCC(C)C)OCC(C)C,0.0
Tox21_275,C=CCCCCCCCCCCCC,0.0
Tox21_276,NC(=O)[O-],0.0
Tox21_277,CC(C)(CO)COC(=O)C(C)(C)CO,0.0
Tox21_278,NC(=O)N=NC(N)=O,0.0
Tox21_279,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,0.0
Tox21_280,CCOC(=O)CC(C)=O,0.0
Tox21_281,CCCCC(CC)COC(=O)/C=C\C(=O)OCC(CC)CCCC,0.0
Tox21_282,CC(C)(O)C#CC(C)(C)O,0.0
Tox21_283,CC(=O)[O-].CC(=O)[O-].[Mg+2],0.0
Tox21_284,O=C(O)CNCC(=O)O,0.0
Tox21_285,CCCCCCCC/C=C\CCCCCCCC(=O)OCCCC,0.0
Tox21_286,ClC(Cl)(Cl)C(Cl)(Cl)Cl,0.0
Tox21_287,C=CCCC(=O)O,0.0
Tox21_288,CN=C=O,0.0
Tox21_289,[Na]I,0.0
Tox21_290,C[N+](C)(C)CC(=O)O,0.0
Tox21_291,CCCC[N+](C)(CCCC)CCCC,0.0
Tox21_292,BrCCCCCBr,0.0
Tox21_293,O=CNNC=O,0.0
Tox21_294,CCNC(=S)NCC,0.0
Tox21_295,CCOC(=O)/C=C\C(=O)OCC,0.0
Tox21_296,CCN(C=O)CC,0.0
Tox21_297,OCCOCCO,0.0
Tox21_298,CC(C)(C)S,0.0
Tox21_299,CCCCCCCC/C=C\CCCCCCCC(=O)O,0.0
Tox21_300,C=CCCCCCC,0.0
Tox21_301,CCOP(=O)(OCC)OP(=O)(OCC)OCC,0.0
Tox21_302,O=C([O-])CF,0.0
Tox21_303,CCCCOCC(C)OCC(C)O,0.0
Tox21_304,C=CC(=O)OCCOCC(CC)(COCCOC(=O)C=C)COCCOC(=O)C=C,0.0
Tox21_305,C=CC(=O)OCCCCCC(C)C,0.0
Tox21_306,Cl/C=C/Cl,0.0
Tox21_307,Cl/C=C\Cl,0.0
Tox21_308,OCC(Cl)CCl,0.0
Tox21_309,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,0.0
Tox21_310,COC(OC)OC,0.0
Tox21_311,CCCC(=O)OCCC(C)CCC=C(C)C,0.0
Tox21_312,N[C@@H](CCC(=O)O)C(=O)O,0.0
Tox21_313,CCCC(=O)OC/C=C(\C)CCC=C(C)C,0.0
Tox21_314,CP(=O)([O-])OCCC[Si](O)(O)O,0.0
Tox21_315,CCCCOC(=O)C(C)OC(=O)CCC,0.0
Tox21_316,COC(C=C(C)CCC=C(C)C)OC,0.0
Tox21_317,C=C[Si](OC(=C)C)(OC(=C)C)OC(=C)C,0.0
Tox21_318,CCOC(=O)C(=O)CCCCCCl,0.0
Tox21_319,CC(C)CCON=O,0.0
Tox21_320,CC(=O)C(C)C,0.0
Tox21_321,CNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NC)CC(=O)[O-])CC(=O)[O-].[Gd+3],0.0
Tox21_322,CCCCCCCCCCCCCCBr,0.0
Tox21_323,O=[Mo](=O)=O,0.0
Tox21_324,CCOP(=S)(S)OCC,0.0
Tox21_325,CCCCCCCC/C=C\CCCCCCCC(N)=O,0.0
Tox21_326,CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,0.0
Tox21_327,CCCCOC(=O)CCCCC(=O)OCCCC,0.0
Tox21_328,C[N+](C)(C)CCO,0.0
Tox21_329,O=[Cr]O[Cr]=O,0.0
Tox21_330,[Cr+3],0.0
Tox21_331,CC=CC(=O)O,0.0
Tox21_332,OCCCCCO,0.0
Tox21_333,CCCCCCCCCCCC(=O)OCC(C)OC(=O)CCCCC(=O)O,0.0
Tox21_334,COCCOCCOCCOC,0.0
Tox21_335,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,0.0
Tox21_336,N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,0.0
Tox21_337,CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC,0.0
Tox21_338,C[C@@H](O)[C@H](N)C(=O)O,0.0
Tox21_339,CCCCCCCCCCCCCCCC(=O)NCCO,0.0
Tox21_340,CCCCCC#CC(=O)OC,0.0
Tox21_341,C/C=C/C=C/C(=O)O,1.0
Tox21_342,CCN(CC)C(=S)[S-],0.0
Tox21_343,CCC(OCCCOC)OC(C)=O,0.0
Tox21_344,C[Sn](C)(Cl)Cl,0.0
Tox21_345,CCCCC(CC)C(=O)Cl,0.0
Tox21_346,CCOCCC(=O)OCC,0.0
Tox21_347,COC(=O)CC(C)CCC=C(C)C,0.0
Tox21_348,OCC(O)CCl,0.0
Tox21_349,COC(C)(C)CCO,0.0
Tox21_350,OCC(O)CO,0.0
Tox21_351,O=S(=O)(O)O,0.0
Tox21_352,[Fe+2],0.0
Tox21_353,CC(C)(C)C(=O)O,0.0
Tox21_354,CC(C)(CO)[N+](=O)[O-],0.0
Tox21_355,CCCCCCCCCCCCS,0.0
Tox21_356,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,0.0
Tox21_357,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,0.0
Tox21_358,CC(=O)OCCOC(C)=O,0.0
Tox21_359,CCCCCCCCCCCCCCCCCC(=O)OCCO,0.0
Tox21_360,CCCCCCCC,0.0
Tox21_361,CCCCCCCCCCCC(=O)OC,0.0
Tox21_362,N#C[S-],0.0
Tox21_363,CC(N)=S,0.0
Tox21_364,CCCCCCCCCCCCCCCCI,0.0
Tox21_365,CCC(C)(C)CC,0.0
Tox21_366,C=CCCC=C,0.0
Tox21_367,CC(C)CC(C)(C)C,0.0
Tox21_368,CCCSC(=O)N(CCC)CCC,0.0
Tox21_369,O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,0.0
Tox21_370,ClC(Cl)(Br)Br,0.0
Tox21_371,CCC(C)COC(=O)CC(C)C,0.0
Tox21_372,CC=CC(=O)CCCC,0.0
Tox21_373,CSCCCN=C=S,0.0
Tox21_374,CC(C)(O)C#N,0.0
Tox21_375,NO,0.0
Tox21_376,[NH3+]O.[NH3+]O,0.0
Tox21_377,NCCNCCO,0.0
Tox21_378,CCCC(CCC)C(N)=O,0.0
Tox21_379,CCCCCCCCC/C=C\C=C/C=C\C=C/C=C\C(=O)OCC,0.0
Tox21_380,CCOC(N)=O,0.0
Tox21_381,NC(N)=O,0.0
Tox21_382,CCCC[Sn](Cl)(Cl)Cl,0.0
Tox21_383,CCCOCC(C)O,1.0
Tox21_384,CCCCCCC(CO)CCCC,0.0
Tox21_385,COC(C)CCO,0.0
Tox21_386,CC(C)(S)C(=O)N[C@@H](CS)C(=O)O,0.0
Tox21_387,CCCCOC(=O)CCCCCCCC(=O)OCCCC,0.0
Tox21_388,C=CCBr,0.0
Tox21_389,C=CCOC(=O)CCCCCCCC,0.0
Tox21_390,C=CCSSCCC,0.0
Tox21_391,C=CCNC(N)=S,0.0
Tox21_392,CC(C)C(O)C(C)(C)CO,0.0
Tox21_393,Cl[Nd](Cl)Cl,0.0
Tox21_394,CC(C)CCCCCOC(=O)CCCCC(=O)OCCCCCC(C)C,0.0
Tox21_395,CC(=O)OCCC(C)CC(C)(C)C,0.0
Tox21_396,[Co+2],0.0
Tox21_397,CCCCCCCCCCCC(=O)OCC(O)CO,0.0
Tox21_398,CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Cu+2],0.0
Tox21_399,CCCCC=O,0.0
Tox21_400,O=C(O)CCCC(=O)O,0.0
Tox21_401,C=C(C#N)C(=O)OCC,0.0
Tox21_402,CC(C)C(Br)C(=O)NC(N)=O,0.0
Tox21_403,OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,0.0
Tox21_404,CC(C)CCCC(C)NCCC(C)C,0.0
Tox21_405,O=S(=O)([O-])CO,0.0
Tox21_406,C=CCCCCCCCC,0.0
Tox21_407,CC(=O)C(Cl)C(=O)N(C)C,0.0
Tox21_408,COC(=O)CC#N,0.0
Tox21_409,CC(C)CCCCCCN,0.0
Tox21_410,CC(C)NC(=O)NC(C)C,0.0
Tox21_411,CCCCCCCCCCCCCCC(Br)C(=O)O,0.0
Tox21_412,C=CCOCC(O)CO,0.0
Tox21_413,C=CC(=O)OCCCCCCCC(C)C,0.0
Tox21_414,CCCCC(CC)COC(=O)CC#N,0.0
Tox21_415,CCCCN(CCCC)CCCC,0.0
Tox21_416,O=NN(CCCl)C(=O)NCCCl,0.0
Tox21_417,CCO[Si](OCC)(OCC)OCC,0.0
Tox21_418,CC(C)CC(C)N,0.0
Tox21_419,CCCCCCCCSCCO,0.0
Tox21_420,O=C/C(Cl)=C(/Cl)C(=O)O,0.0
Tox21_421,O=C(O)C(Cl)Cl,0.0
Tox21_422,CCCCCC(=O)OCC,0.0
Tox21_423,CCCCOC(C)=O,0.0
Tox21_424,CCCCCCCCCCCCN,0.0
Tox21_425,CCCCOP(=O)(OCCCC)OCCCC,0.0
Tox21_426,CCC(C)(CCC(C)C)C(=O)O,0.0
Tox21_427,C=CCSSCC=C,0.0
Tox21_428,C=C(C)C(=O)O[Sn](CCCC)(CCCC)CCCC,0.0
Tox21_429,CC(C)CCCC(C)(C)O,0.0
Tox21_430,CCC/C=C/C=O,0.0
Tox21_431,CCCOC(C)=O,0.0
Tox21_432,Cl[Yb](Cl)Cl,0.0
Tox21_433,C=CC(=O)OCCCCCCOC(=O)C=C,0.0
Tox21_434,C=CC(C)(C)CC(=O)OC,0.0
Tox21_435,C=CCCCC,0.0
Tox21_436,C=C(C)C(=O)OCCCCCC,0.0
Tox21_437,N=C(N)N.N=C(N)N.O=C(O)O,0.0
Tox21_438,CC(C)CC(=O)O,0.0
Tox21_439,CCCCCCCCCCCCCCCCC(=O)O,0.0
Tox21_440,NS(=O)(=O)O,0.0
Tox21_441,[PbH2+2],0.0
Tox21_442,CC(C)(C)N(CCO)CCO,0.0
Tox21_443,CC(CO)CO,0.0
Tox21_444,C=C(C)C(=O)OCCCCCCCCCCCCC,1.0
Tox21_445,C=C(C)C(=O)OCCC[Si](OC)(OC)OC,0.0
Tox21_446,C=CC(C)CCC=C(C)C,0.0
Tox21_447,C=CCCCCCCCCCCC,0.0
Tox21_448,OCC(S)CS,0.0
Tox21_449,C=CCOC(C)=O,0.0
Tox21_450,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,0.0
Tox21_451,CCCOC(=O)CCCCC(=O)OCCC,0.0
Tox21_452,CCCCCCCCCCN,0.0
Tox21_453,CCCCNP(N)(N)=S,0.0
Tox21_454,CC(C)OC(=O)CCC(=O)OC(C)C,0.0
Tox21_455,OC[C@H](O)[C@H](O)CO,0.0
Tox21_456,N[C@@H](CS)C(=O)O,0.0
Tox21_457,CC(C)(O)C(Cl)(Cl)Cl,0.0
Tox21_458,CCC(C)CCCC(C)(C)O,0.0
Tox21_459,NC(CS)C(=O)O,0.0
Tox21_460,CC(C)(C)NC(N)=O,0.0
Tox21_461,CCCCCCCCCCCC[N+](C)(C)C,0.0
Tox21_462,CCCCCCCCCCCCCC[N+](C)(C)C,0.0
Tox21_463,CCO[Si](CCCNC(N)=O)(OCC)OCC,0.0
Tox21_464,CCCCCOC(=O)CCCCC,0.0
Tox21_465,CCCCCCOC(=O)CC,0.0
Tox21_466,CC/C=C\CCOC(=O)C(C)C,0.0
Tox21_467,CC/C=C\CCCCCO,0.0
Tox21_468,CC[N+](C)(CC)CC,0.0
Tox21_469,O=C(O)CF,0.0
